spotify_id,artist,track_name,valence,arousal,label_quadrant,instrumentalness
6hPe40jIPik7hRZHwv7VtQ,Haluk Levent,Zülüf,0.207,0.778,Q2_Angry,5.95e-05
2zh01m4PiHaZz4BAm0NRxs,Gryffin,Tie Me Down (with Elley Duhé),0.322,0.845,Q2_Angry,0.0
5ZHfasKwffv5YKR5QDPi2n,BARBEE BOYS,チャンス到来,0.351,0.697,Q2_Angry,7.61e-06
1zB4vmk8tFRmM9UULNzbLB,Imagine Dragons,Thunder,0.288,0.822,Q2_Angry,0.134
1YUn8WogP40RYJNSidN0lJ,Said The Sky,Bittersweet Melody,0.277,0.727,Q2_Angry,0.0
29j6lSezlp5sRocpy11DKz,Accept,Pandemic - Live in Wacken 2017,0.371,0.978,Q2_Angry,0.0623
7GagmRhYjhBMBqdFcb1Vdt,BROX,Real Live,0.0903,0.847,Q2_Angry,0.00493
2yyluSgySg95O24RBkgrMR,keshi,B.Y.S.,0.355,0.653,Q2_Angry,0.0
1U8Ho1nOzKXYDvfigOuHG4,Dr. Dre,Kush - Main,0.375,0.866,Q2_Angry,4.72e-05
6SyutgkQfLKfcsWvmh02k2,Marilyn Manson,Personal Jesus,0.278,0.942,Q2_Angry,0.00514
7oy1kNr40lg84AxBp3KEuq,Horcas,Sin Salida,0.312,0.939,Q2_Angry,0.000617
6p9Frj8pPOCWol6HMFihSs,Bethel Music,I Believe - Live,0.295,0.702,Q2_Angry,3.79e-05
1EMBgcGpNuHx1vmjTKxDdb,For Today,Flooded Earth,0.0694,0.87,Q2_Angry,0.0
35ZmCVnfYRdK1iLGCxNhMa,Static-X,The Only,0.292,0.979,Q2_Angry,0.0
3NdllOCJLt2yVlOB0N4Tt2,Cefa,Solidão,0.174,0.681,Q2_Angry,0.0
7HRI3UrfstXMwbmLm4ke06,Headhunterz,Megasound - Original Mix,0.297,0.788,Q2_Angry,0.0392
5jMfsrHhYfQpqT0tNbQqwv,Delete,Sucka For Pain - Sub Sonik Remix,0.117,0.998,Q2_Angry,0.00675
69kZsoRrSf7GBTSdJ4BjqA,Dream Theater,Another Day,0.343,0.614,Q2_Angry,1.16e-05
5w11scFjudri4rCcfd1ik0,Maiara & Maraisa,Bengala e Crochê - Ao Vivo,0.335,0.852,Q2_Angry,0.0
6jQlyd5BxicSaSzIsOeMTs,二口魔菜 Futakuchi Mana,KING,0.289,0.976,Q2_Angry,0.000624
4VB8uoPaYodzlPiclmsiG9,Kilpi,Nerokasta Ikävää,0.387,0.889,Q2_Angry,0.0
4bp8TRXoFmzqZrn9znRRyU,G.E.M.,你不是真正的快樂,0.322,0.603,Q2_Angry,0.0
7JuSeHTwJeOpzse4PVuWUV,Bruno & Marrone,Vou Desligar - Ao Vivo,0.288,0.667,Q2_Angry,0.0
0g4hWb4RzVXxE1EnwgkdrZ,Toque no Altar,Restitui,0.242,0.62,Q2_Angry,0.0
45kxQnnDYbzlJ6ZSnaDBEH,VRSTY,Sick,0.353,0.937,Q2_Angry,0.0
5RWn13Y0z3Y9aC7T1QHwv6,Anstandslos & Durchgeknallt,Wenn die Welt untergeht - Jerome Remix,0.343,0.854,Q2_Angry,2.18e-05
0cemB32MwmpAEJhZs3Q8xi,Seikima-II,THE END OF THE CENTURY,0.336,0.988,Q2_Angry,2.32e-05
1t5FsdseguiMhcPvHqh1ty,Harris & Ford,Survivors - Extended Mix,0.163,0.927,Q2_Angry,0.131
55ooQEIaTeaBCmAyrvNfCx,D-Attack,Warrior,0.162,0.926,Q2_Angry,0.0
05X7coSTvw1MidUYNwqc41,Cold,The Ballad of the Nameless,0.142,0.899,Q2_Angry,0.000213
1zKmJBq5Ks6w9r4S9ML8Ae,Engel,Salvation,0.0395,0.989,Q2_Angry,0.127
0c1XJUpNzBYkH8PXLLcMPH,Los Antiguos,La peste del sapo,0.199,0.981,Q2_Angry,0.0281
1cKHdTo9u0ZymJdPGSh6nq,The Weeknd,I Was Never There,0.155,0.737,Q2_Angry,0.000162
3DI3NhuSKftr5PkMQWOf3n,OConnor,Espejismos del Edén,0.357,0.698,Q2_Angry,1.51e-05
69zmyMJrufLbIGGC4QO2al,Viernes Verde,Abrazar la Niebla,0.159,0.641,Q2_Angry,0.02
0suLmBuEbatdochI4tHduq,NGHTMRE,FEELING GUD,0.334,0.94,Q2_Angry,0.000323
4Ksp9EVleo4VxPeOFkczMs,A Day To Remember,"1958 - Live At The Capitol / Ocala, FL / January 5, 2008",0.235,0.955,Q2_Angry,1.22e-05
2AaH40GTkX1tLxih0xAKve,Vitor Fernandes,Só Amizade,0.391,0.839,Q2_Angry,8.56e-05
3WERezDCiZxIDfghCax9uJ,Veil Of Maya,Mikasa,0.222,0.991,Q2_Angry,0.0
3ULRZkI6hVxtgowxnaf3uX,ConeCrewDiretoria,O Mundo Dá Voltas,0.27,0.706,Q2_Angry,0.0
0q6ppTEMn4KiqpHJbutH4V,Chase & Status,Mixed Emotions,0.0654,0.815,Q2_Angry,0.00207
2fYZG40vCSKNYLDt0rI2JX,Rata Blanca,Guerrero del Arco Iris,0.179,0.994,Q2_Angry,0.337
0nabIFzv0LsiO0nEXvdQau,Misfits,Devil's Whorehouse,0.175,0.948,Q2_Angry,0.0
3DEOsCKFcseZtobrpOH2J7,Metrik,Gravity,0.194,0.917,Q2_Angry,0.115
54zIejubYENfVFSDfuMikG,Marisa Monte,A Menina Dança - Ao Vivo,0.301,0.941,Q2_Angry,1.34e-05
0KBRMpZVUTxrU8blRUBfm3,Atreyu,Warrior,0.278,0.824,Q2_Angry,2.97e-06
3KrnkTF84wu0KF3vqVYgEh,GHASTLY,We Might Fall,0.0797,0.759,Q2_Angry,0.000878
46lFttIf5hnUZMGvjK0Wxo,Galantis,Runaway (U & I),0.383,0.805,Q2_Angry,0.00193
0nOybOuKNsSFg1NDHO67MF,Christopher Titus,Neverlution,0.263,0.644,Q2_Angry,0.0
1xaOv6DaD1Bxgnl2nLKdwz,Josimar y Su Yambú,Ahora - Live Session,0.388,0.758,Q2_Angry,1.33e-06
52Ove4ydQ1pidBTMe2cMZ1,Queen Ifrica,Below The Waist,0.347,0.667,Q2_Angry,0.0
3TRVbGbpw25iGsPlFaGShS,Zatox,For Ever,0.155,0.794,Q2_Angry,1.51e-05
7rXcCpIAoOUCydkVDMcoPV,TAEYEON,INVU,0.399,0.816,Q2_Angry,2.17e-06
3NBT6Ixgs0D8jOJCx4U1Nn,Linkin Park,Iridescent (Version 2),0.379,0.692,Q2_Angry,0.00122
18GEsRa2zA36iAH2i6FN9z,Insurgent,Dank Memes,0.303,0.992,Q2_Angry,0.106
0n2nEtLP3OzDdi12ziIekx,Avicii,SOS,0.376,0.645,Q2_Angry,0.0
6d4HsdKXATyNhwTENFFZeP,Joe Zimmerman,Andrew Jackson,0.375,0.73,Q2_Angry,0.0
2O0tL5JDRcnBOEScnYPIDo,Surra,O Mal Que Habita a Terra,0.389,0.994,Q2_Angry,0.0
28e5LamvVMRASLdPfQ0YkQ,Mavado,So Blessed,0.324,0.851,Q2_Angry,0.0
0uRvxEqZskwG95HIWP8Cs2,Natural White Noise Relaxation,Naturesounds: Surrounding Gentle Waves On a Sandy Shore for Sleep Disorder / Apnea,0.0199,0.979,Q2_Angry,0.0
5yhmgsfH8EhS0mAOIb1n6T,Elteep,Aurora,0.302,0.739,Q2_Angry,0.0
4bmV5s9lW9DrGYKjfdUQKP,Shinedown,Sound of Madness,0.329,0.939,Q2_Angry,0.0065
7m3SW4vmDNYQE8wg7NgMUI,Special M,Trammpoline (Remix),0.114,0.686,Q2_Angry,0.311
01TtrmZEiYitpwDUcPQ6dj,Foster,as long as i have you,0.319,0.605,Q2_Angry,3.47e-06
6cUOiOY5qh2FpIQWIYAd2h,Pritam,Mehrama,0.376,0.631,Q2_Angry,0.0133
4co3il6gimSyfEgN9MV4cl,Above & Beyond,Sun & Moon - Blastoyz Remix,0.147,0.881,Q2_Angry,0.116
446YddChoGaW3xew9cTX1d,The Orb,Perpetual Dawn,0.38,0.786,Q2_Angry,0.293
4KIoBpLdHX7nERPfDROJWR,Krewella,Goddess,0.277,0.866,Q2_Angry,0.000698
3k5csWve1f3c1MrQD3S1V2,MACABRE,Son of Sam - 80's Version,0.0483,0.993,Q2_Angry,0.177
3iDIwblNeEvxVCH6IG6RxD,Håkan Hellström,Ramlar (Live),0.204,0.965,Q2_Angry,0.0013
5TwUyeC78le23W2PM13B8c,Ollie Wride,Stranger Love,0.218,0.815,Q2_Angry,0.00657
5TmFTHZp7HjBXjjsFvCY6h,Alex Gaudino,Destination Calabria - Radio Edit,0.312,0.954,Q2_Angry,0.000814
7l254IQfgqbsCd10tH61V3,Fields Of The Nephilim,Laura II,0.354,0.799,Q2_Angry,0.0369
5SlNjNaibdMLveJPYqAAaE,OneRepublic,All These Things,0.287,0.654,Q2_Angry,1.48e-05
0KBVz8R57yXqv9XzqLcyah,Stam1na,Paha arkkitehti,0.233,0.829,Q2_Angry,0.168
0qlAureWHln3vDCsqnkyRE,Zedd,Done With Love,0.127,0.759,Q2_Angry,0.000138
5zc2yka1Itw55sYxeGH4Sp,Las Pastillas del Abuelo,Rompecabezas De Amor... - Live In Buenos Aires / 2016,0.337,0.688,Q2_Angry,1.22e-05
6SeFPYWv9lIlSWanyEDYf5,Falling In Reverse,Losing My Life,0.274,0.927,Q2_Angry,0.0
3ydusC725etWQ7QlAjmIi4,Dro Kenji,THEY DON'T KNOW,0.147,0.719,Q2_Angry,0.0
3ate1F9BHMzHwd7oWenQfN,Olivia Ong,It's Real,0.346,0.601,Q2_Angry,0.0
254692vwx0pCzwKc9njNae,Vandeta,Loca People,0.281,0.895,Q2_Angry,0.335
2VL5StiQKN8tNYSSDbjvIc,Silverchair,Ana's Song (Open Fire),0.246,0.648,Q2_Angry,8.25e-05
5iry0oEhBjsLpqMwFAhW4v,Showtek,Laa-Di-Fucking-Daa,0.191,0.947,Q2_Angry,0.113
7xlrdBdz8TGSo0COvLHymc,RANDALL,Wahran,0.269,0.753,Q2_Angry,0.278
4pfxefygvuMNU3zuBP02LM,Linn da Quebrada,Serei A,0.301,0.828,Q2_Angry,8.8e-05
5e0OSsSpWpQ2kS7Z9CGLDu,Gojira,Toxic garbage island,0.13,0.98,Q2_Angry,0.169
7BeyKNY20Ti4CdpxnyUKSB,Naglfar,Cerecloth,0.034,0.967,Q2_Angry,0.288
3FfWLi2e80rgn2Q02OhcbR,Paul van Dyk,Galaxy,0.0351,0.937,Q2_Angry,0.213
6UiDSIFkHMOhW8QxbccGb9,The Prodigy,Poison,0.228,0.95,Q2_Angry,0.0864
2iL0W5qi0ivZ9WRXbZ74cS,Martin Garrix,We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,0.304,0.733,Q2_Angry,8.96e-06
4mGdjNMo0RonTlOEb7cYg4,YUNGBLUD,11 Minutes (with Halsey feat. Travis Barker),0.233,0.852,Q2_Angry,0.0
1ACPXBpp4m1okYEiUkYfcU,Colo de Deus,Desperta - Ao Vivo,0.147,0.685,Q2_Angry,0.0
58GqU6yKrt3JqJMmNGT7ZZ,yetep,Petals from a Rose,0.246,0.611,Q2_Angry,8.24e-06
62U9SPNDUlNdhsqQ4aWZmm,Leeland,Majesty,0.194,0.649,Q2_Angry,8.85e-06
3DEEhTcHtJTgYoAy8NtFD8,The Chemical Brothers,Container Park,0.0366,0.825,Q2_Angry,0.0933
3ir8AWMPE8gcRaxwG9Yx3v,Röyksopp,"Oh, Lover",0.214,0.741,Q2_Angry,0.221
2sQqirlONxKt5Qr32tu5hi,Mosaic MSC,Never Let Me Down,0.178,0.614,Q2_Angry,2.22e-05
7kfOEMJBJwdCYqyJeEnNhr,Swedish House Mafia,Moth To A Flame (with The Weeknd),0.109,0.659,Q2_Angry,0.0
7H5q9RsWBDRrKq2qCdv2HG,Ice Nine Kills,Stabbing In The Dark,0.293,0.943,Q2_Angry,0.0
2TEmWrcxSUFUf1nGYOZlCT,Christopher Titus,The Viper Incident,0.264,0.9,Q2_Angry,0.0
5wtGB6ojq1aPyOaBkhnElz,MHRAP,Tipo Uzui Tengen,0.344,0.731,Q2_Angry,0.0
2wG7MgpfXMCzQcTPCt78Tb,SLANDER,Getting Late (feat. Danni Carra),0.238,0.811,Q2_Angry,0.0
4C2h9hmBYZ4CespCWhoG3U,Almafuerte,Ruben Patagonia,0.0714,0.987,Q2_Angry,5.78e-05
5tALWqLxD1uD2bYOb2qjiN,Almafuerte,Muy Cansado Estoy - En Vivo All Boys,0.308,0.937,Q2_Angry,4.38e-05
1eVt09kwb5iUfKzHudH2cg,JAM Project,THE HERO !! 〜怒れる拳に火をつけろ〜,0.189,0.962,Q2_Angry,0.0
6kCUltK82zQAwMWkzqK5q3,Avatar,Stranger,0.143,0.964,Q2_Angry,0.343
4zrKPIygugUDKGFEjVwpSB,Official HIGE DANdism,Subtitle,0.381,0.683,Q2_Angry,0.0
0g11sIi4pOGTPCwystirM7,Malon,Sobaco Ilustrado - Remasterizado,0.27,0.946,Q2_Angry,0.0
5cuODlQauq0bkZtV609WpE,These New South Whales,Bending at the Knee,0.228,0.93,Q2_Angry,3.16e-05
0JtUukp0GQJLORAK361mFn,Thell Barrio,La Nueva Era,0.134,0.994,Q2_Angry,0.0
5sGNYiDH1SiTl5V2eitR5Y,Tha Playah,Stand Up,0.304,0.976,Q2_Angry,9.74e-06
6w0NJzT4rp2VVrypTA6N4b,lama,Hopeful Lie,0.188,0.684,Q2_Angry,0.0
3nwUX7DkMuGPcuHrOXN5VM,Vini Vici,The Tribe,0.204,0.954,Q2_Angry,0.464
42u2nDv5MFYSgyPkYidkwh,G.E.M.,夜的盡頭,0.303,0.75,Q2_Angry,0.0145
0vVtG6RG5DUQArrbV0gvm6,Lonely Night,Endlessly,0.143,0.713,Q2_Angry,0.0
2zEcAdsl5OjxKRrGQA5Z49,VRSTY,Wilt,0.2,0.932,Q2_Angry,2.47e-05
5Sr8FoT81id6W6DJoHhtxp,OConnor,Hasta Ser Libre,0.32,0.763,Q2_Angry,3.1e-05
0o0K36GEbmIjHs1HzbMjNq,Emmure,The Key to Keeping the Show Fresh Is... I'm Dead,0.127,0.98,Q2_Angry,0.00572
6aW8fq5lGlhoZxhLyC7JuL,Eve,闇夜,0.23,0.637,Q2_Angry,0.0
5qCpcgqwL1Hum85sAQz3W7,SLANDER,Gravity,0.39,0.862,Q2_Angry,0.00109
1eqdiz5chKkoa7BWmDYPBI,André Rieu,Amigos Para Siempre - Live,0.293,0.657,Q2_Angry,0.0
6Ts2TyVBF6Osom4IV88JNr,yeule,Pocky Boy,0.0734,0.669,Q2_Angry,0.00152
707qqokrSYnzJO5FoGIvFL,Champagne Drip,Me and You,0.138,0.756,Q2_Angry,0.00313
6SdW1PtDQZ06dumP6KUjJT,BrxkenBxy,Bag Boy,0.372,0.818,Q2_Angry,0.0
0MRg2bzlVhGQTi4ecu792k,Ajey Nagar (CarryMinati),Vardaan,0.139,0.735,Q2_Angry,0.0
6HhrMBN43RnGlGv7vIdnM5,Yellow Claw,Till It Hurts (feat. Ayden),0.293,0.886,Q2_Angry,0.000274
5n9zzg5PwKyMRoIcw6cHel,Frequencerz,Earthquake - Frequencerz Edit,0.0393,0.953,Q2_Angry,0.00442
6hJrZxgi6Cld2vIs3zgqRr,Boombox Cartel,Fatal Attraction (feat. Reese LAFLARE),0.288,0.736,Q2_Angry,4.18e-06
0AkiQWlx5HDKimAM919x24,Stam1na,N.P.V.E.M.,0.0446,0.967,Q2_Angry,0.00179
3MtxiqrTNRwtj9EIVDjRSU,ILLENIUM,Afterlife,0.213,0.622,Q2_Angry,9.12e-06
7es67JIZ333OB30dYfjfal,Aitana,SI NO VAS A VOLVER,0.275,0.667,Q2_Angry,0.0
5sykvfEJHupA8mjhhgylVk,Machine Head,CHØKE ØN THE ASHES ØF YØUR HATE,0.327,0.992,Q2_Angry,0.00104
5y3BFVnC2N2gdDYE6kcpVb,Gowry Lekshmi,Ajitha Hare,0.29,0.616,Q2_Angry,1.43e-05
5GkkCOIbbolsC3MZLAsqZK,Grey Daze,The Syndrome,0.242,0.861,Q2_Angry,0.000138
5nkkVqGi9YgFOwdbn4BYFM,Alan Walker,Extremes,0.394,0.678,Q2_Angry,0.0
1Eq8hJo7DCax546vu6hAzn,Rustage,Fear My Touch (Death Note),0.242,0.903,Q2_Angry,0.000158
0dNc4kZNk8JrdQCmrVPBqI,Tom Walker,Something Beautiful (feat. Masked Wolf),0.361,0.746,Q2_Angry,0.0
50caahPVSHqGLhHz3c65SD,ssshhhiiittt!,Тебя нет,0.0734,0.686,Q2_Angry,0.0744
4HFytekNqRCDsyX2MlaglV,Hiroyuki Sawano,Call Your Name (Gv),0.162,0.61,Q2_Angry,0.0816
2kq2ScpL7OelKExwi5ZEUC,Central 3,Não Há Outro Lugar (Ao Vivo),0.225,0.73,Q2_Angry,5.4e-05
0JR95zeccPfpDB1WhYBOAd,Our Lady Peace,Hope,0.347,0.846,Q2_Angry,0.0
4HnkK1OJiWzm29hSysJ9E2,Symphonix,Instant Moment,0.0626,0.816,Q2_Angry,0.325
0BhGZmaQ1SET53qGkGvwxD,Keane,Silenced By The Night,0.237,0.809,Q2_Angry,9.86e-06
6PkOmPMlH5nPFeoCPU0lo2,Nightwish,Nemo,0.346,0.745,Q2_Angry,0.000136
3XuCumsigEjMaHQ7PY40Ca,Alexander Popov,We Are,0.263,0.837,Q2_Angry,0.00043
7Hr2XoaGpIMKbNXCZDZ3le,Lil Peep,Awful Things,0.181,0.797,Q2_Angry,0.0
40tPP3K10yMZxwnT65REKj,Elderbrook,Inner Light,0.126,0.709,Q2_Angry,0.00744
5RZY3BSCd2FOVAhrEDzjzg,Chuckie,Bruk Out,0.233,0.768,Q2_Angry,3.4e-06
153SwL1d9SfCLWhqIs08we,Annihilator,Alison Hell,0.108,0.978,Q2_Angry,0.00241
1Yxukx85EzhKgZpzbNywQv,Criolo,Não Existe Amor Em SP - Live,0.243,0.734,Q2_Angry,0.0231
1dDDVfAfms7M6VLLKmubaJ,Above & Beyond,See The End,0.0884,0.656,Q2_Angry,0.0
5MbD9viR57TKyarUgkrJLm,The Devil Wears Prada,R.I.T.,0.294,0.983,Q2_Angry,0.000178
0p89b4dIaU2hJK2JuQbACC,Jah Vinci,Fight Fi Yuh Love,0.197,0.707,Q2_Angry,0.0
7tp4iYvcZksGp1u7feUrrO,Rochak Kohli,Mitti Di Khushboo,0.355,0.754,Q2_Angry,0.0
0CMFmZVu2ChSHuGu1tzhjG,Scooter,Back In The U.K.,0.335,0.952,Q2_Angry,0.00257
4svJStfE1Z3lMpcPeqDYlD,Chronic Law,Solemn Request,0.35,0.659,Q2_Angry,0.0
3s03nrUInN3NAVjQtmnS0O,Guns N' Roses,Estranged,0.167,0.762,Q2_Angry,0.281
3KEayZUrfcql6PKhtfFuA7,HELLYEAH,Bury You,0.115,0.984,Q2_Angry,2.28e-06
4XKXphKH76W4zNpkgFS5o2,j-hope,MORE,0.306,0.722,Q2_Angry,0.00209
6gI8YckvaJ0En2tyqxnJaP,Horcas,Solución Suicida,0.137,0.951,Q2_Angry,0.138
2l04PBenOBbAfMLeIqNZDg,Iliza Shlesinger,The Grabbing Hand,0.385,0.909,Q2_Angry,0.0
2cFwBctVo0UQpLZ3bEALLS,Psyko Punkz,BassBoom - Original,0.345,0.848,Q2_Angry,0.000975
55XRXhQeU25IwqVpjQqxkz,Clinton Kane,GO TO HELL,0.271,0.749,Q2_Angry,0.0
2Kamc2tkG8WXlEmFRkgZVQ,Kaliffa,Ingen annan,0.381,0.715,Q2_Angry,3.56e-06
0OKHUom3gY9xWago6Y1BKk,ILLENIUM,Paper Thin - Headhunterz Remix,0.288,0.799,Q2_Angry,6.59e-06
1pBc7W7UQacUeQ6kBVlN9f,Planetshakers,Heaven Is My Home - Live,0.205,0.957,Q2_Angry,0.0
6vQl2D1iDIdCusSo1l8iwJ,Upchurch,Spotlight,0.373,0.692,Q2_Angry,0.0
4Mozf5uMV89YxLquvwqeLG,Papa Khan,Fall Apart,0.161,0.91,Q2_Angry,0.000368
1uywMDAMeLkFnatbhfXlUE,Cassiane,Amigo Espírito Santo (Ao Vivo),0.169,0.611,Q2_Angry,0.0
7Feaw9WAEREY0DUOSXJLOM,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),0.316,0.723,Q2_Angry,1.23e-05
4SCbbGalpHU7n4hqhL5kul,Mike Williams,Best Part Missing,0.307,0.799,Q2_Angry,0.0
4OdTyeq4qCXepqucqCeTq2,The Acacia Strain,See You Next Tuesday,0.153,0.991,Q2_Angry,8.47e-05
22TsEcjgI6XfLUj5OrCLkw,Red,Already Over,0.17,0.673,Q2_Angry,0.0
6xltcaxCBOANwBQgJJc6uK,Bullet Bane,Pra Não Ter Que Enxergar Onde Errei,0.309,0.758,Q2_Angry,1.33e-06
7egnrHJAANlNymbrmQNKcG,Breaking Benjamin,The Dark of You,0.16,0.646,Q2_Angry,3.1e-06
7CTG11dlmh6jwyf7g75Hxo,JPEGMAFIA,DIKEMBE!,0.335,0.973,Q2_Angry,0.000503
3R7pIqT7z4qdHUtafP1BXI,Bruno & Marrone,Se Tiver Coragem Joga Fora - Ao Vivo,0.334,0.741,Q2_Angry,4.13e-06
5FgQkEcqMXCqFdcsEx143b,Aphrodite's Child,The Four Horsemen,0.185,0.653,Q2_Angry,0.000689
4ahFzFAZRpfWaGbA2J3dAq,The Chemical Brothers,The Darkness That You Fear,0.21,0.81,Q2_Angry,0.369
2ooZId1w8kz1FWe3WOT0iM,Chris Tomlin,YAHWEH (No One) (with Elevation Worship),0.21,0.797,Q2_Angry,0.0
23ZMKlQGiMebjuPWEcf7UP,The Cassandra Complex,One Millionth Happy Customer,0.0956,0.691,Q2_Angry,0.00611
3inki2RvQVvKtaruRmYcMJ,Karaçalı,Sesindeki Yalnızlık (feat. Cem Adrian & Melis Danişmend),0.35,0.892,Q2_Angry,1.48e-05
1TbtdFSGDB7tREDarNlUne,Said The Sky,Hero,0.258,0.666,Q2_Angry,0.0
507bYMYfbm6sUS9iEAaeSd,Seether,Broken,0.214,0.61,Q2_Angry,0.000491
10JChpCG0OymAH2KgJJZMm,Sickbrain,ZLEJ,0.167,0.693,Q2_Angry,0.0
3KB4tWuxILPrBCnyV9H9WW,Avatar,I Still Hate You,0.385,0.924,Q2_Angry,0.0127
4FZNVSpfv7B7SMsqDv5c5Y,Koalaz,Funky Beats,0.39,0.921,Q2_Angry,0.0
6QGid2MUj1SHI0SXRlHJy4,Koven,Looking For More,0.188,0.874,Q2_Angry,0.227
5bPpzYuIwSXJr1D2vDd6q3,Electroforez,Русская принцесса,0.226,0.92,Q2_Angry,7.95e-05
3FIUQy28lTrgATPKoFTUYA,Dream,My will - Original Mix,0.268,0.81,Q2_Angry,3.51e-06
6G3zGPkjytMFQO4PG6XylO,DJ Ruffneck,BazeFaze - SPLT SCND INTERLUDE RMX 9,0.183,0.976,Q2_Angry,0.0777
631PO6REAW5P3cVCqGuRbZ,Hyper,Live Forever - Original Mix,0.361,0.919,Q2_Angry,2.47e-05
0qM8wCLW4dd7C4ESVnIcuo,Psychostick,Sober on Saint Patrick's Day,0.297,0.91,Q2_Angry,3.5e-06
0FfQ7jgHDMvzH7xuulRmmE,Josué Bom de Faixa,EU TÔ LOUCO,0.398,0.825,Q2_Angry,0.0
7xNQMlboWKQvUzI1FxG6Cs,Behemoth,Ora Pro Nobis Lucifer,0.0591,0.986,Q2_Angry,4.6e-05
1RFuMDla6pXQtBhJyseK2d,Incendiary,Hard Truths Cut Both Ways,0.199,0.988,Q2_Angry,1.21e-05
14ee4tr2EALjOBRLutlCl7,Juliano Son,Quando o Mundo Cai Ao Meu Redor - Ao Vivo,0.298,0.823,Q2_Angry,0.0
6oe2HcrgnNU66Eyq8BY45Z,Three Days Grace,Infra-Red,0.337,0.907,Q2_Angry,0.0
5IUXdG3PGRd0QpVMpacSCQ,Toys That Kill,The Nervous Rocks,0.304,0.926,Q2_Angry,0.00197
2f4Rnpy7yW18gaiyokpeOB,Clockartz,Falling To Pieces,0.316,0.89,Q2_Angry,2.76e-06
260V7huyJrXnyYe0dFv2Fa,Polo & Pan,Canopée,0.369,0.692,Q2_Angry,0.0109
10dLRZ7GCIXEuUuONkNcxI,Champagne Drip,Kaleidoscope (Feat. Crystalline),0.122,0.685,Q2_Angry,0.00543
1qAf32OMadEU2tBBKigIbB,Massacre,La Octava Maravilla,0.24,0.837,Q2_Angry,2.59e-05
4AfsbRvvuN7nEHAhONdeEp,Bon Jovi,Never Say Goodbye,0.271,0.797,Q2_Angry,0.0
70pCGxki9NjJTk9nzYu8Di,Above & Beyond,Giving It Out - Etherwood Remix,0.0611,0.777,Q2_Angry,0.0721
7w6WIKkBbqyChqrFtrimtl,Robert Schimmel,Irresponsible Father,0.315,0.63,Q2_Angry,0.0
3UHPGOkUcE4hE7sqBF4Snt,BTS,Film out,0.314,0.709,Q2_Angry,0.0
4plFHRIYpyvO46CWG2UMvG,2 Brothers On The 4th Floor,Come Take My Hand - Ran-D Remix,0.116,0.928,Q2_Angry,9.18e-06
1cSzOj0rKejx3usFcTwJbi,White Noise Therapy,White Noise Airplane,0.0164,0.975,Q2_Angry,0.484
6q4XLE5WeOBWftoc9gTl2P,Daughtry,No Surprise,0.152,0.823,Q2_Angry,0.0
7cgu4JBW3hq1GwTM1ilkKQ,Tove Lo,Talking Body,0.114,0.761,Q2_Angry,0.0
6I9RdlRSBF3NNcwZ9eNXaV,CamelPhat,Spektrum (feat. Ali Love),0.0347,0.707,Q2_Angry,0.335
44e3ja7bYx2BlxyECYVqun,Walls of Jericho,Try.Fail.Repeat,0.277,0.969,Q2_Angry,0.0
6nLctpnQJiPTxkaSgbPKiw,Martin Garrix,Together,0.196,0.729,Q2_Angry,2.73e-05
0wmUt85XxtjkgqNtHFGY7s,Marilyn Manson,(s)AINT,0.386,0.953,Q2_Angry,8.13e-05
1ZcvdGsORCJlk0H1hwgAFt,Legião Urbana,Dezesseis / Música Incidental: ''Strawberry Fields Forever'',0.4,0.87,Q2_Angry,0.000232
02sEDfbS0iwKdagP309Gfy,Ati242,Winnie the Pooh,0.304,0.629,Q2_Angry,0.00297
2GPLn5UUjEfD91aMLFQ3T4,Sepultura,Spit - Live,0.278,0.984,Q2_Angry,0.103
469rBLYJUZHMJLtq2Wch3h,Iron Maiden,Hallowed Be Thy Name - 2015 Remaster,0.3,0.882,Q2_Angry,0.338
0yvWRtLDXx6QNMZim8u3q2,Butcher Babies,Grim Sleeper,0.0919,0.978,Q2_Angry,0.00104
09A38alqYB8vODSKh6qi7b,Devin Wild,Sins (Of My Life),0.277,0.875,Q2_Angry,3.48e-06
6BxW8Umq3QIbipmo2c7WYz,Hillsong Worship,This I Believe (The Creed),0.154,0.612,Q2_Angry,0.0
2RKdTlGTfrD8mbzDsh6tnm,Horcas,Vencer,0.139,0.736,Q2_Angry,0.000136
2tKK8k86BeXx3n0tLzbcCN,Tritonal,Out Of The Dark - Fatum Remix,0.165,0.938,Q2_Angry,0.0475
1jTKIuhvCHygnnY4QnUvyv,Dimitri Vegas & Like Mike,Louder - Radio Edit,0.0999,0.992,Q2_Angry,0.00646
6kuudUd50kADw1HmSGoT6X,Bring Me The Horizon,Hospital for Souls,0.0768,0.773,Q2_Angry,0.0057
0ogQLrVggiaPUbHmRX5LqY,Yuvan Shankar Raja,"Kadhal Aasai (From ""Anjaan"")",0.358,0.826,Q2_Angry,0.0
6wBXSf1chpnyXGOSvANs0a,A.R. Rahman,Thalli Pogathey,0.148,0.748,Q2_Angry,0.0
0xoP7caCgKlnT9JhnPbcXe,SVDDEN DEATH,Bleed,0.369,0.969,Q2_Angry,0.00441
