spotify_id,artist,track_name,valence,arousal,label_quadrant,lyrics
3fkPMWQ6cBNBLuFcPyMS8s,Blue Öyster Cult,Burnin' for You,0.69,0.728,Q1_Happy,"Home in the valley, home in the city
Home isn't pretty, ain't no home for me
Home in the darkness, home on the highway
Home isn't my way, home I'll never be

Burn out the day
Burn out the night
I can't see no reason to put up a fight
I'm livin' for givin' the devil his due

And I'm burnin', I'm burnin', I'm burnin' for you
I'm burnin', I'm burnin', I'm burnin' for you

Time is the essence, time is the season
Time ain't no reason, got no time to slow
Time everlasting, time to play B-sides
Time ain't on my side, time I'll never know

Burn out the day
Burn out the night
I'm not the one to tell you what's wrong and what's right
I've seen suns that were freezing and lives that were through

But I'm burnin', I'm burnin', I'm burnin' for you
I'm burnin', I'm burnin', I'm burnin' for you


Burn out the day
Burn out the night
I can't see no reason to put up a fight
I'm livin' for givin' the devil his due

And I'm burnin', I'm burnin', I'm burnin' for you
I'm burnin', I'm burnin', I'm burnin' for you
I'm burnin', I'm burnin', I'm burnin' for you
I'm burnin', I'm burnin', I'm burnin' for you"
65RSeqWjiCufFg7vjTuouG,Lifelike,Girls - Radio Edit,0.899,0.87,Q1_Happy,"Wanna be by yourself and no-one else, alright. (al-al-al-al-alright)
And you wanna go out, wanna scream and shout tonight. (to-to-to-to-tonight)
You want some space, like get out of my face, alright. (al-al-al-al-alright)
And you want me back, put your life on track tonight. (to-to-to-to-tonight)
You're a needy girl, I can tell when I look in your big brown eyes
You want my world, but how can I do yours if i can't do mine?
I try to change but somehow I always feel I don't feel the same
It's all about what you want, what you say, how you feel, how you play the game
You're a needy girl, and you want my world
I try to change, knowing it's not the same
Spoken:
""Hello? Hey what's up baby. Yeah, I'm in the studio right now, I'll call you later. Nah, I really can't talk right now, I'll just call you back, alright? I-I can't talk right now, I'll just call you later. Yo, what? Yo, I can't, look.. Yo, whatever""
When you're home alone, you don't answer the phone, alright. (al-al-al-al-alright)
But it's like a crime if I don't answer mine tonight. (to-to-to-to-tonight)
So you've found a man, who's more than a friend, alright. (al-al-al-al-alright)
But you still call me for TLC tonight. (to-to-to-to-tonight)
You're a needy girl, I can tell when I look in your big brown eyes
You want my world, but how can I do yours if i can't do mine?
I try to change but somehow I always feel I don't feel the same
It's all about what you want, what you say, how you feel, how you play the game
You're a needy girl, and you want my world
I try to change, knowing it's not the same"
22HYEJveCvykVDHDiEEmjZ,Chumbawamba,Tubthumping,0.606,0.88,Q1_Happy,"Truth is, I thought it mattered
I thought that music mattered
But does it? Bollocks!
Not compared to how people matter

We'll be singin'
When we're winnin'
We'll be singin'

I get knocked down, but I get up again
You're never gonna keep me down
I get knocked down, but I get up again
You're never gonna keep me down
I get knocked down, but I get up again
You're never gonna keep me down
I get knocked down, but I get up again
You're never gonna keep me down

Pissin' the night away, pissin' the night away
He drinks a Whiskey drink, he drinks a Vodka drink
He drinks a Lager drink, he drinks a Cider drink
He sings the songs that remind him of the good times
He sings the songs that remind him of the better times
Oh, Danny Boy, Danny Boy, Danny Boy

I get knocked down, but I get up again
You're never gonna keep me down
I get knocked down, but I get up again
You're never gonna keep me down
I get knocked down, but I get up again
You're never gonna keep me down
I get knocked down, but I get up again
You're never gonna keep me down

Pissin' the night away, pissin' the night away
He drinks a Whiskey drink, he drinks a Vodka drink
He drinks a Lager drink, he drinks a Cider drink
He sings the songs that remind him of the good times
He sings the songs that remind him of the better times
Don't cry for me, next-door neighbour

I get knocked down, but I get up again
You're never gonna keep me down
I get knocked down, but I get up again
You're never gonna keep me down
I get knocked down, but I get up again
You're never gonna keep me down
I get knocked down, but I get up again
You're never gonna keep me down


I get knocked down (We'll be singin'), but I get up again
You're never gonna keep me down (When we're winnin')
I get knocked down (We'll be singin'), but I get up again
You're never gonna keep me down (Ooh)
I get knocked down (We'll be singin'), but I get up again
You're never gonna keep me down (When we're winnin')
I get knocked down (We'll be singin'), but I get up again
You're never gonna keep me down (Ooh)

I get knocked down (We'll be singin'), but I get up again (Pissin' the night away)
You're never gonna keep me down (When we're winnin')
I get knocked down (We'll be singin'), but I get up again (Pissin' the night away)
You're never gonna keep me down (Ooh)
I get knocked down (We'll be singin'), but I get up again (Pissin' the night away)
You're never gonna keep me down (When we're winnin')
I get knocked down (We'll be singin'), but I get up again (Pissin' the night away)
You're never gonna keep me down (Ooh)
I get knocked down (We'll be singin'), but I get up again (Pissin' the night away)
You're never gonna keep me down (When we're winnin')
I get knocked down (We'll be singin'), but I get up again (Pissin' the night away)
You're never gonna keep me down (Ooh)
I get knocked down (We'll be singin'), but I get up again (Pissin' the night away)
You're never gonna keep me down (When we're winnin')
I get knocked down (We'll be singin'), but I get up again (Pissin' the night away)
You're never gonna keep me down (Ooh)
I get knocked down (We'll be singin'), but I get up again (Pissin' the night away)
You're never gonna keep me down (When we're winnin')
I get knocked down (We'll be singin'), but I get up again (Pissin' the night away)
You're never gonna keep me down (Ooh)
I get knocked down (We'll be singin'), but I get up again (Pissin' the night away)
You're never gonna keep me down (When we're winnin')
I get knocked down (We'll be singin'), but I get up again (Pissin' the night away)
You're never gonna keep me down (Ooh)
I get knocked down (We'll be singin'), but I get up again (Pissin' the night away)
You're never gonna keep me down"
7dND8sxpXBUVGVm9fzT3XF,Keyakizaka46,二人セゾン,0.712,0.931,Q1_Happy,"二人セゾン
二人セゾン
春夏(はるなつ)で恋をして
二人セゾン
二人セゾン
秋冬(あきふゆ)で去って行く
一緒に過ごした季節よ
後悔はしてないか?
二人セゾン
道端咲いてる雑草にも
名前があるなんて忘れてた
気づかれず踏まれても
悲鳴を上げない存在
誰かと話すのが面倒で
目を伏せて聴こえない振りしてた
君は突然
僕のイアホン外した
What did you say now?
太陽が戻って来るまでに
大切な人ときっと出会える
見過ごしちゃもったいない
愛を拒否しないで
君はセゾン
君はセゾン
僕の前に現れて
君はセゾン
君はセゾン
日常を輝かせる
昨日と違った景色よ
生きるとは変わること
君はセゾン
HA-
街を吹き抜ける風の中
何かの香りがしてたのに
振り返る余裕とか
興味もなかった
自分の半径1m
見えないバリア張った別世界
そんな僕を
連れ出してくれたんだ
What made you do that?
一瞬の光が重なって
折々の色が四季を作る
そのどれが欠けたって
永遠は生まれない
二人セゾン
二人セゾン
春夏(はるなつ)で恋をして
二人セゾン
二人セゾン
秋冬(あきふゆ)で去って行く
儚(はかな)く切ない月日よ
忘れないで
花のない桜を見上げて
満開の日を想ったことはあったか?
想像しなきゃ
夢は見られない
心の窓
春夏秋冬 生まれ変われると
別れ際 君に教えられた
君はセゾン
君はセゾン
僕の前に現れて
君はセゾン
君はセゾン
日常を輝かせる
二人セゾン
二人セゾン
春夏(はるなつ)で恋をして
二人セゾン
二人セゾン
秋冬(あきふゆ)で去って行く
初めて感じたときめき
思い出はカレンダー
二人セゾン
HA-
僕もセゾン"
5j2O2yeurM9fD2rgCPt7pD,347aidan,Normal,0.631,0.75,Q1_Happy,"Can we get away from anything that makes us normal?
Can we please escape from anything that makes us normal?
Can we get away from

Can we get away from anything that makes us normal?
Can we please escape from anything that makes us normal?
Can we get away from
Can we please escape from

Aliens are on my ceiling
I hope they don’t plan on leaving
I can't trust the things I'm seeing
Dreams don’t end when I stop sleeping
Cartoons jumping out my tv
Wave my hands like can you see me?
Everything just seems so easy
I’ve gone blind but see so clearly

Can we get away from anything that makes us normal?
Can we please escape from anything that makes us normal?
Can we get away from
Can we please escape from

My mind is floating in the sky
I'm in my house, there’s stars inside
I wish that  there was that something like
These crazy things I can’t describe
The feeling of your touch is like I’m standing on a land mine
The moment that I'm over you is when you wanna spend time
Spend time and spread lies

Can we get away from anything that makes us normal?
Can we please escape from anything that makes us normal?
Can we get away from
Can we please escape from"
1tjNR4xCsm0n6911hn1L4p,Roots Manuva,Colossal Insight,0.712,0.61,Q1_Happy,"Colossal Insight {​​​Colossal, man}​​​
Invites the soul {​​​Inviting of the soapbox}​​​
Sturdy on the good foot {​​​More sturdy}​​​
Colossal Insight {​​​Colossal!}​​​
Invites the soul {​​​Inviting thy soul}​​​
Sturdy on the good foot

Gracious Lord, my mega oh mighty!
I know I been slightly, out your path
Feelin' the cold draft,of the bleek winter
Splinters in my soul, I'm out of control
And I know, that I should cut down this drinkin'
Too many late nights and, wayward thinkin'
Compellin' a man to plan to shennanigans
The boy in me out and I got to be the man again
Cause I didn't rhyme to get me rich
But I'm a scally, two two's you'll find I switch
Hurt and pain made me, nothin' came to save me
I walk with disaster, prefer to be plastered
'times my master don't ask me for jack turd
All I owns is my balls and my word
No-body heard'a me, cause I'm a new man
I got this new plan, to get these new grands


People call my name like, it's some kinda game like
I ain't got no fame like, I'm just the same type
Shoutin' out vain lights - ""Move ya lurgy""
I'm far too nervy, observin' this world
Who the? Where the? What the? How the?
Media whores keep, shovellin' powder
It's nothin' to be proud of, but stuff goes on
Perceptions change, wrong's right an' right's wrong
Hoopla-hooblahing, devil keeps snarlin':
""Buy it, buy it.  Sell it, sell it.  More, more, more.""
This could well'a be my, last LP
I've had a good run, I've made a few G's
I've had a bag of fun, I've smoked a few trees
Now I wanna rest my, knobbly knees
All in all I been feelin' the pinch
And those bourgeois blacks have been far from convinced
But, I don't give a damn about UK rap
I'm a UK black makin' UK tracks
And, I got love for everyone of those scenes
And them pigeon-holes were never nothin' to hold me"
1XT5kxg6Tk0ukCO2vBQN4v,XTC,Making Plans For Nigel,0.773,0.893,Q1_Happy,"We're only making plans for Nigel
We only want what's best for him
We're only making plans for Nigel
Nigel just needs that helping hand

And if young Nigel says he's happy
He must be happy
He must be happy
He must be happy in his world

We're only making plans for Nigel
He has his future in a British Steel
We're only making plans for Nigel
Nigel's whole future is as good as sealed, yeah

And if young Nigel says he's happy
He must be happy
He must be happy
He must be happy in his world

Nigel is not outspoken
But he likes to speak
And he loves to be spoken to
(in his world)
Nigel is happy in his work
(in his world)
Nigel is happy in his work
(in his world)

We're only making plans for Nigel
We only want what's best for him
We're only making plans for Nigel
Nigel just needs this helping hand

And if young Nigel says he's happy
He must be happy
He must be happy
He must be happy in his world


We're only making plans for Nigel
We only want what's best for him
We're only making plans for Nigel
Nigel just needs this helping hand
We're only making plans for Nigel
He has his future in a British Steel
Steel, steel, steel, steel, steel, yeah
We're only making plans for Nigel
Nigel, Nigel, Nigel, Nigel
Nigel, Nigel, Nigel, Nigel
Nigel, Nigel, Nigel, Nigel
Nigel, Nigel, Nigel, Nigel"
2AcJexiBs9OpUsiljINowh,MxPx,"Party, My House, Be There",0.933,0.869,Q1_Happy,"It's about time for a party at my house
And it wouldn't be the same without you
No not at all as I recall
You've got what I need

Bring along yourself and don't forget that smile
And plan on staying a while
Till summer turns to fall, as I recall
You've got what I need

You said you were leaving
I said you were crazy
You said that you have some things to do
I'll see you in a while
And don't forget that smile
What else could there possibly be to do?

Bring along yourself and don't forget that smile
And plan on staying a while
Till summer turns to fall, as I recall
You've got what I need

You said you were leaving
I said you were crazy
You said that you have some things to do
I'll see you in a while
And don't forget that smile
What else could there possibly be to do?"
7cELheBXF3jIShGuewCy44,brakence,fuckboy,0.8,0.61,Q1_Happy,"Fuckboy tryna play my homie
But 2020, I'ma take time on me
Out the window where my mainline goes
This is sacrilegious how I'm gon' fade off IG (brakence)

Heartache comes in many forms
One day opens any door but
I've never seen this distant
What success? My eyes are on a screen
If you're hurting, call my line
And if you're doin' good, it's not like I don't care
I wanna see the world
This shit ain't the same if I can't breathe your air

Fuckboy tryna play my homie
But 2020, I'ma take time on me
Out the window where my mainline goes
This is sacrilegious how I'm gon' fade off IG (I can do everything)

Hope you find someone who can be invested
I'm not over you, that's not my objective
So obsessed with my mistakes, I gotta accept them
So I'm not gonna listen to him

He always wants a little more
Lost in his fake love and subliminals
Won't stay true if it's difficult
A lie's a lie, won't hide this shit to waste your time
And that's just bein' honest
Shouldn't fall in love and I shouldn't go to college
Gotta fight off all the pain he made in August
(I'm not who you think I am)

Fuckboy tryna play my homie
But 2020, I'ma take time on me
Out the window where my mainline goes
This is sacrilegion how I'm gon' fade on IG

I won't put no filler or no dud in my setlist
You should up your standards for what I can be impressed with
Out your metric
I'm alive and I need help
Hit concrete bottom
You could say I learned my lesson

Say I learned my les-learned my lesson-esson-esson
Say I learned my-say I learned my
Say I learned my lesson
My lesson, my lesson- Play my homie
But 2020- take time on me-take
Out the window-my mainline goes
This is so-sacrilegion- fa-a-a-a-i-i-i-g"
4QNYup8agiVGw8CRge3xfG,DJ Shadow,Systematic (feat. Nas) (feat. Nas),0.737,0.909,Q1_Happy,"The system will defeat itself
Nothing stays in a steady state, it overheats and melts
It only feeds itself, the system
Yo, I think it exists just because, like a pit eats its pups
Eats its own litter up
The system's fucked, it's corrupt
It's for its own survival, it's genocidal
No place or origin, no beginning cycle
Let's occupy all streets
It's crazy to think in the '80s
I wanted minks, and a Benz to listen to Michael
And Grand Puba Maxwell and get cash while
I'm sippin' on drinks
In Nike sweatsuits and Gucci links
I'm like a Russian mob figure, I'm mad low
In the shadows, big up to Shadow
DJ Shadow arose to throw blows
Can't see me but Nas moving the fastest
I'm a 3D movie, no need of glasses
I'm a 3D movie, no need of glasses

Hold your breath for fifteen seconds
Close your eyes, cover your ears, do not listen
Try to feel what I'm saying
To make you feel is my new expression
Hold your breath for fifteen seconds
Close your eyes, cover your ears, do not listen
Try to feel what I'm saying
To make you feel is my new expression

Systematic
Systematic

I wish I was an arms dealer to sell legal arms in the 'hood
No backup check, put cash in my palms and we good
Lack of respect get you to fall where you stood
Mathematics is God’s language, it’s in my blood
Art, music, letters and numbers
I'm a vessel, I'm humble
Meeting startups, I invest if I want to
Transforming global markets with all of my partners
Methodical corporate culture, straight out the projects
What's the ingredients to the realest?
Place two cups of cranberry in the skillet
A half a cup of water, add some Henny
Let it cook for eight minutes, but you ain't finished
Let it simmer 'til the cranberry pop a little—keep stirring, sip it
It's art like Keith Haring
It gets in your blood, you start to feel what I'm feeling
Don't listen, just try to feel what I'm feeling

Hold your breath for fifteen seconds
Close your eyes, cover your ears, do not listen
Try to feel what I'm saying
To make you feel is my new expression
Hold your breath for fifteen seconds
Close your eyes, cover your ears, do not listen
Try to feel what I'm saying
To make you feel is my new expression

Systematic, uh
Systematic

World first
Remember the past
Cherish the present and work for tomorrow
The time is now
*scratching* Time is now"
0sr2wvf1XUZGX7i9RBzgL1,Glee Cast,Call Me Maybe (Glee Cast Version),0.722,0.64,Q1_Happy,"I threw a wish in the well
Don't ask me, I'll never tell
I looked to you as it fell
And now you're in my way

I'd trade my soul for a wish
Pennies and dimes for a kiss
I wasn't looking for this
But now you're in my way

Your stare was holding
Ripped jeans, skin was showing
Hot night, wind was blowing

Where you think you're going, baby?

Hey, I just met you
And this is crazy
But here's my number
So call me maybe?

It's hard to look right at you, baby
But here's my number
So call me maybe?

Hey, I just met you
And this is crazy
But here's my number
So call me maybe?

And all the other boys
Try to chase me

But here's my number
So call me maybe?

You took your time with the call
I took no time with the fall
You gave me nothing at all
But still you're in my way
I beg, borrow, and steal
At first sight and it's real
I didn't know I would feel it
But it's in my way

Your stare was holding
Ripped jeans, skin was showing
Hot night, wind was blowing

Where you think you're going, baby?

Hey, I just met you
And this is crazy
But here's my number
So call me maybe?

It's hard to look right at you, baby
But here's my number
So call me maybe?

Hey, I just met you
And this is crazy
But here's my number
So call me maybe?

And all the other boys
Try to chase me

But here's my number
So call me maybe?

Before you came into my life
I missed you so bad
I missed you so bad
I missed you so, so bad

Before you came into my life
I missed you so bad
And you should know that
I missed you so, so bad

It's hard to look right

Hard to look right

At you, baby

At you, baby

But here's my number

So call me maybe

Hey, I just met you
And this is crazy
But here's my number
So call me maybe?

And all the other boys

Try to chase me

But here's my number
So call me maybe?

Call me!

Before you came into my life
I missed you so bad
I missed you so bad
I missed you so, so bad

Before you came into my life
I missed you so bad
And you should know that

So call me maybe?"
2HlVqCHFlLln2Ar4z0lKmR,Alejandro Escovedo,Beauty Of Your Smile,0.706,0.787,Q1_Happy,"Rico’s on the corner
Wearing a skirt made of cellophane
Olener’s in the alley
Washing the blood out of his shirt
The candyman and the starman
Are taking tips from the shaman
Who’s working under the webcam
All angles and long shots

No one can take the beauty of your smile
No one can break the beauty of your smile

Billy nightshade owns the corner of Eddy and Jones
Bambi lives in a room made of clothes
Paris model selling memories at a yard sale
Hit it hard hit it hard
Don’t worry about me slowburn

No one can take the beauty of your smile
No one can break the beauty of your smile
C’mon
No one can break the beauty of your smile
No one can take the beauty of your smile

Methodone is a lonely home
When you’re nodding out
In the lobby of the Taylor hotel
The ghosts of the doorman
Still smell like piss and howl for no reason
At the ghosts of long shoremen
Cloud cover passing in the shape of a gun
There’s no safe way home when you’re on the run
I told her not to go
I told her not to go
There’s no safe way home
When you are made of light

No one can take the beauty of your smile
No one can break the beauty of your smile
No one can take the beauty of your smile
No one can break the beauty of your smile"
5yFN02Cfksk2iADPofGNIy,Varg²™,SHINIE,0.789,0.872,Q1_Happy,"Drain Gang

Rhinestone Ricky, to this lifestyle, I'm committed
Sunglasses on at night, I cannot see competition
Yeah, I do like to have fun, but it's always about business
Yeah, you know I'll be on time, be on nine to be specific
Yeah, you know this shit get silly
Made me stronger, didn't kill me
I'll be with you if you're willing
Through the phone, I'm sending kisses
I go all through the night, I'm still ambitious
I can't lie, I do confess to having issues
Man, this viper's really vicious
Man, it struck me through my fingers
Think the poison's gotten in me
Feel it spreading through my system
Man, I'm feeling kind of dizzy
Think I'll fade out in a minute
I can't seem to shake the sickness
Maybe I should get committed
Maybe I could be forgiven
I think grace is to be given
Out to everyone that's willing
To make changes in their living
Man, Drain Gang donny in the Audi like a Saudi
Neon kit under the body
I'm the light inside the party (Shield)
Man, you can't see me, I'm sorry
Prada walking out the lobby
Every time right on the money
Eyes wide open when it's sunny
Man, the stress crashing down, man
The pressure taking over
Couldn't brush this one off my shoulder
I could've sworn that it was over
There's this one place, don't want to go there
I really do not want to go there
Sometimes you need to crush a boulder
Some won't grow up, they just got older
(Varg2 Trademark)

Anxiety, yeah, I don't lie
Had to tell myself, ""Don't cry""
Yes, finally, I can see the light
At the end of the tunnel, I didn't see the light
Anxiety, yeah, I don't lie
Had to tell myself, ""Don't cry""
Yes, finally, I can see the light
At the end of the tunnel, I didn't see the light
Anxiety, yeah, I don't lie
Had to tell myself, ""Don't cry""
Yes, finally, I can see the light
At the end of the tunnel, I didn't see the light
Anxiety, yeah, I don't lie
Had to tell myself, ""Don't cry""
Yes, finally, I can see the light

(Shield Gang)
Change for me, change for me, change for me (Anxiety, yeah I don't lie)
Change for me, change for me, change for me (Had to tell myself, ""Don't cry"")
Change for me, change for me, change for me (Anxiety, yeah I don't lie)
Change for me, change for me, change for me
At the end of the tunnel, I didn't see the light"
442YgzY4YBcE3UXFRrczJb,My Darkest Days,Casual Sex,0.858,0.922,Q1_Happy,"You'll never meet my mom, strings will never be attached
We'll always get along 'cause it doesn't have to last
And any time I call, you don't have to call me back
I'm never gonna fall, but I'm never hard to catch

She said she's cool with it, she's down with it
There's nothing wrong with it, 'cause it's easier this way
She's so cool with it, she's down with it
There's nothing wrong with it, don't want it any other way

It's just your typical, hardcore, casual sex
We're single but we're lovers, crazy for each other
Just your typical, hardcore, casual sex
We're wild under the covers, crazy for each other

We don't have to go on dates, you don't have to like my friends
I won't get in your face when you're making other plans
If you're tired of the taste, we can try another blend
My heart will never break, I'm just here to break a sweat

That's why she's cool with it, she's down with it
There's nothing wrong with it, 'cause it's easier this way
She's so cool with it, she's down with it
There's nothing wrong with it, don't want it any other way

It's just your typical, hardcore, casual sex
We're single but we're lovers, crazy for each other
Just your typical, hardcore, casual sex
We're wild under the covers, crazy for each other

She's so cool with it, she's down with it
There's nothing wrong with it, 'cause it's easier this way
She's so cool with it, she's down with it
There's nothing wrong with it, don't want it any other way

It's just your typical, hardcore, casual sex
We're single but we're lovers, crazy for each other
Just your typical, hardcore, casual sex
We're wild under the covers, crazy for each other

Everybody wants a lover like that
Wild under the covers, crazy for each other
Everybody wants to love her like that
Wild under the covers, crazy for each other"
7LfvdUcwrrMKVh8WPGXnbA,Gerry & The Pacemakers,How Do You Do It? - Mono,0.963,0.711,Q1_Happy,"How do you do what you do to me
I wish I knew
If I knew how you do it to me, I'd do it to you
How do you do what you do to me
I'm feelin' blue
Wish I knew how you do it to me but I haven't a clue
You give me a feeling in my heart
Like an arrow passing through it
Spose that you think you're very smart
But won't you tell me how do you do it
How do you do what you do to me
If I only knew
Then perhaps you'd fall for me like I fell for you

You give me a feeling in my heart
Like an arrow passing through it
Spose that you think you're very smart
But won't you tell me how do you do it
How do you do what you do to me
If I only knew
Then perhaps you'd fall for me like I fell for you
When I do it to you"
0WCEclDlYBnZXxpqaCbPIv,Vicetone,Tonight We Dance,0.641,0.889,Q1_Happy,"We know they'll never understand
But that's okay
Tonight we dance
I know we never had a chance
But that's okay
Tonight we dance
We know they'll never understand
But that's okay
Tonight we dance
I know we never had a chance
But that's okay
Tonight we dance
Dance
Tonight we dance

Baby it's been too long
Since we danced until dawn
'Til our feet were bleeding
We got things we should do
Throw away the excuse
Throw away our reason

Let your body feel your soul
Burn the bills and lеt go
Everybody rule the world
Lеt your body feel your soul
Burn the bills and let go
Everybody rule the world

We know they'll never understand
But that's okay
Tonight we dance
I know we never had a chance
But that's okay
Tonight we dance
Tonight we dance
Tonight we dance

Tonight, tonight, tonight we dance
Tonight, don't cry, tonight
Tonight, tonight, tonight we live
Baby it's been too long

We know they'll never understand
But that's okay
Tonight we dance
I know we never had a chance
But that's okay
Tonight we dance
Tonight we dance
Tonight we dance
Tonight we dance
Tonight we dance"
4GhtDORJiSRYxj6M1bv0vX,Billy Ocean,Love Really Hurts Without You,0.961,0.907,Q1_Happy,"You run around town like a fool and you think that it's groovy
You're giving it to some other guy
Who gives you the eye
You don't give nothing to me
You painted a smile and you dress all the while to excite me
But don't you know you're turning me on?
I know that it's wrong
But I can't stop the pain inside me

Baby, love really hurts without you
Love really hurts without you
And it's breaking my heart, but what can I do?
Baby, love really hurts without you
Love really hurts through and through
And it's breaking my heart, but what can I do without you?

You walk like a dream and you make like you're queen of the action
You're using every trick in the book
The way that you look
You're really something to see
You cheat and you lie to impress any guy that you fancy
(Love really hurts without you)
But don't you know I'm out of my mind
So give me a sign
And help to ease the pain inside me

Baby, love really hurts without you
Love really hurts without you
And it's breaking my heart, but what can I do?
Baby, love really hurts without you
Love really hurts through and through
And it's breaking my heart, but what can I do without you?
Oh baby, love really hurts without you
Love really hurts without you
And it's breaking my heart, but what can I do?
Baby, love really hurts without you
Love really hurts through and through
And it's breaking my heart, but what can I do without you?
Baby, love really hurts without you
Love really hurts without you
And it's breaking my heart, but what can I do?
Baby, love really hurts without you
Love really hurts through and through"
5TQxS54o7gw5KOxikHxnUi,Chris Lake,Free Your Body,0.821,0.922,Q1_Happy,"You always hear people talking about
""Free your mind, free your body, free your soul""
But they really don't know what that means
They don't really know how to do it
Free your mind
Free your soul
Free your body
Free your mind
Free your soul
Do you free your body?
Do you free your body?
You always hear people talking about
""Free your mind, free your body, free your soul""
But they really don't know what that means
They don't really know how to do it
Free your mind
Free your soul
Free your body
Free your mind
Free your soul
Do you free your body?
Do you free your body?
Do you free your body?
You always hear people talking about
""Free your mind, free your body, free your soul""
But they really don't know what that means
They don't really know how to do it
Free your mind
Free your soul
Free your body
Free your mind
Free your soul
Do you free your body?
You always hear people talking about
""Free your mind, free your body, free your soul""
But they really don't know what that means
They don't really know how to do it
Free your mind
Free your soul
Free your body
Free your mind
Free your soul
Do you free your body?
Do you free your body?
Do you free your body?
Do you free your body?"
2ZVsepXjpvWmajHp5bQsgZ,The Dollyrots,Everything,0.872,0.942,Q1_Happy,"Hey
Can I make a promise
Easy to make to
You
Can I just be honest
Give you the damn truth
I’ve gotta tell you now
I’ve gotta get it out
I’m counting up and down
Counting on you

I will go with you to your favorite shows
Call you pet names no one knows
Scratch your back where you can't reach
And hold you when you fall asleep
If we show up late I'll take the blame
And drive you home in the pouring rain
Hold your hand when we get old
I'll give you Everything Everything Everything
I'll give you Everything Everything Everything
Hey
Can I whisper something
Whisper sweet nothings To
The one I’m wanting
Guess what it's you
I’ve gotta shout it out
I’ve gotta make it count
I’m counting up and down
Counting on you
I will go with you to your favorite shows
Call you pet names no one knows
Scratch your back where you can't reach
And hold you when you fall asleep
If we show up late I'll take the blame
And drive you home in the pouring rain
Hold your hand when we get old
I'll give you Everything Everything Everything
I'll give you Everything Everything Everything
Can I whisper loudly honey
Can I be your one and only
I’ve gotta tell you now
I’ve gotta get it out
I’m counting up and down
Counting on you
I’m counting on you
I will go with you to your favorite shows
Call you pet names no one knows
Scratch your back where you can't reach
And hold you when you fall asleep
If we show up late I'll take the blame
And drive you home in the pouring rain
Hold your hand when we get old
I'll give you Everything Everything Everything
I'll give you Everything Everything Everything
I'll give you Everything Everything Everything
I'll give you Everything Everything Everything"
637bsehtpL2oJruOEL6lZ7,Enrique Iglesias,Bailando - Spanish Version,0.961,0.777,Q1_Happy,"Jejeje
Enrique Iglesias (¡One love, one love!)
¡Gente De Zona!
Descemer

Yo te miro y se me corta la respiración
Cuando tú me miras, se me sube el corazón (Me palpita lento el corazón)
Y en un silencio tu mirada dice mil palabras (Uh)
La noche en la que te suplico que no salga el sol

Bailando (Bailando)
Bailando (Bailando)
Tu cuerpo y el mío llenando el vacío
Subiendo y bajando (Subiendo y bajando)
Bailando (Bailando)
Bailando (Bailando)
Ese fuego por dentro me 'tá enloqueciendo
Me va saturando

Con tu física y tu química, también tu anatomía
La cerveza y el tequila y tu boca con la mía
Ya no puedo más (Ya no puedo má')
Ya no puedo más (Ya no puedo má')
Con esta melodía, tu color, tu fantasía
Con tu filosofía, mi cabeza está vacía
Y ya no puedo má' (Ya no puedo más)
Ya no puedo má' (Ya no puedo más)

Yo quiero estar contigo, vivir contigo
Bailar contigo, tener contigo una noche loca (Una noche loca)
Ay, besar tu boca (Y besar tu boca)
Yo quiero estar contigo, vivir contigo
Bailar contigo, tener contigo una noche loca
Con tremenda nota

Oh-oh-oh-oh
Oh-oh-oh-oh
Oh-oh-oh, oh
Oh-oh-oh-oh

Tú me miras y me llevas a otra dimensión (Estoy en otra dimensión)
Tus latidos aceleran a mi corazón (Tus latidos aceleran a mi corazón)
Qué ironía del destino no poder tocarte (¡Wuh!)
Abrazarte y sentir la magia de tu olor

Bailando (Bailando)
Bailando (Bailando)
Tu cuerpo y el mío llenando el vacío
Subiendo y bajando (Subiendo y bajando)
Bailando (Bailando)
Bailando (Bailando)
Ese fuego por dentro me 'tá enloqueciendo
Me va saturando

Con tu física y tu química, también tu anatomía
La cerveza y el tequila y tu boca con la mía
Ya no puedo más (Ya no puedo má')
Ya no puedo más (Ya no puedo má')
Con esta melodía, tu color, tu fantasía
Con tu filosofía, mi cabeza está vacía
Y ya no puedo má' (Ya no puedo más)
Ya no puedo má' (Ya no puedo más)

Yo quiero estar contigo, vivir contigo
Bailar contigo, tener contigo una noche loca (Una noche loca)
Ay, besar tu boca (Y besar tu boca)
Yo quiero estar contigo, vivir contigo
Bailar contigo, tener contigo una noche loca
Con tremenda nota

Oh-oh-oh-oh
Oh-oh-oh-oh
Oh-oh-oh, oh
Oh-oh-oh-oh
Oh-oh-oh-oh
Oh-oh-oh-oh
Oh-oh-oh, oh
Oh-oh-oh-oh
Oh-oh-oh-oh (Bailando, amor)
Oh-oh-oh-oh (Bailando, amor)
Oh-oh-oh, oh (Es que se me va el dolor)
Oh-oh-oh-oh"
0IzYePOyQXnvYYhLXWFiAG,Mini Skirt,Pressure,0.644,0.682,Q1_Happy,"With the scratch in your shoulder
Quit the badge as I grow older
I wanna learn how to consume
And be consumed by the age of consuming
Pressure (x6)
I’ll be pissed behind the wheel
Slurring my laughter like what’s the big deal
I’m always fighting my surroundings
Tearing away from me like the ground is
Pressure (x9)"
